2.921749079823564355e+00,3.041551884161187491e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.921749079823564355e+00,3.041551884161187491e+00,-1.697411880155352479e-02,-1.737871816730631944e-02
2.921579338635548861e+00,3.041378096979514556e+00,-3.394823760310704958e-02,-3.475743633461263887e-02
2.921239856259517875e+00,3.041030522616168241e+00,-5.092190883012163993e-02,-5.213560927110832965e-02
2.920730637171216504e+00,3.040509166523457374e+00,-6.789468523566592750e-02,-6.951269195297300751e-02
2.920051690318859805e+00,3.039814039603927487e+00,-8.486612023914302805e-02,-8.688813978899884161e-02
2.919203029116468340e+00,3.038945158206037611e+00,-1.018357682662112962e-01,-1.042614088467095496e-01
2.918184671433806443e+00,3.037902544117570436e+00,-1.188031850904793241e-01,-1.216319560792130383e-01
2.916996639582901452e+00,3.036686224556778502e+00,-1.357679281775622526e-01,-1.389992395530264824e-01
2.915638960301125682e+00,3.035296232161248220e+00,-1.527295570320940099e-01,-1.563627186771137656e-01
2.914111664730804740e+00,3.033732604974477276e+00,-1.696876335483011311e-01,-1.737218544333780645e-01
2.912414788395321530e+00,3.031995386430143657e+00,-1.866417223647556245e-01,-1.910761096088546274e-01
2.910548371171673754e+00,3.030084625334055204e+00,-2.035913912239392942e-01,-2.084249490298520635e-01
2.908512457259434303e+00,3.028000375843756586e+00,-2.205362113372693611e-01,-2.257678397982940954e-01
2.906307095146061670e+00,3.025742697445773732e+00,-2.374757577562536248e-01,-2.431042515305177620e-01
2.903932337568499111e+00,3.023311654930468606e+00,-2.544096097504664478e-01,-2.604336565987883656e-01
2.901388241470994611e+00,3.020707318364480809e+00,-2.713373511930605719e-01,-2.777555303757968663e-01
2.898674867959063928e+00,3.017929763060722692e+00,-2.882585709545575359e-01,-2.950693514824104247e-01
2.895792282249518568e+00,3.014979069545898671e+00,-3.051728633056894902e-01,-3.123746020389531197e-01
2.892740553616461874e+00,3.011855323525509220e+00,-3.220798283300987386e-01,-3.296707679202999230e-01
2.889519755333160855e+00,3.008558615846306239e+00,-3.389790723477374423e-01,-3.469573390150744729e-01
2.886129964609683629e+00,3.005089042456155379e+00,-3.558702083498512803e-01,-3.642338094892475509e-01
2.882571262526185230e+00,3.001446704361262707e+00,-3.727528564464727134e-01,-3.814996780544429034e-01
2.878843733961720552e+00,2.997631707580718174e+00,-3.896266443273995739e-01,-3.987544482412629376e-01
2.874947467518446764e+00,2.993644163098305722e+00,-4.064912077376851562e-01,-4.159976286779584198e-01
2.870882555441069961e+00,2.989484186811526278e+00,-4.233461909687235569e-01,-4.332287333747734115e-01
2.866649093531382864e+00,2.985151899477778592e+00,-4.401912473660751779e-01,-4.504472820143082257e-01
2.862247181057722134e+00,2.980647426657635712e+00,-4.570260398552452030e-01,-4.676528002482527313e-01
2.857676920659169895e+00,2.975970898655153185e+00,-4.738502414866989643e-01,-4.848448200008533826e-01
2.852938418244302721e+00,2.971122450455144559e+00,-4.906635360014792169e-01,-5.020228797794890063e-01
2.848031782884287821e+00,2.966102221657349602e+00,-5.074656184188739427e-01,-5.191865249927416492e-01
2.842957126700099035e+00,2.960910356407422395e+00,-5.242561956476775586e-01,-5.363353082763622215e-01
2.837714564743622159e+00,2.955547003324658917e+00,-5.410349871226889373e-01,-5.534687898275414408e-01
2.832304214872395143e+00,2.950012315426383314e+00,-5.578017254681986170e-01,-5.705865377479119038e-01
2.826726197617713154e+00,2.944306450048904011e+00,-5.745561571903372577e-01,-5.876881283957186008e-01
2.820980636045809842e+00,2.938429568764946875e+00,-5.912980434002850227e-01,-6.047731467476104017e-01
2.815067655611807051e+00,2.932381837297470817e+00,-6.080271605704824500e-01,-6.218411867705174734e-01
2.808987384006102150e+00,2.926163425429765486e+00,-6.247433013261352031e-01,-6.388918518040955785e-01
2.802739950992840789e+00,2.919774506911724465e+00,-6.414462752744697349e-01,-6.559247549542299716e-01
2.796325488240096302e+00,2.913215259362182064e+00,-6.581359098743770897e-01,-6.729395194981081518e-01
2.789744129141352502e+00,2.906485864167200894e+00,-6.748120513492757988e-01,-6.899357793013818352e-01
2.782996008627859563e+00,2.899586506374187245e+00,-6.914745656462397694e-01,-7.069131792479549370e-01
2.776081262971397123e+00,2.892517374581707656e+00,-7.081233394446654339e-01,-7.238713756829450174e-01
2.769000029576950350e+00,2.885278660824878383e+00,-7.247582812180057843e-01,-7.408100368693781856e-01
2.761752446764770497e+00,2.877870560456184723e+00,-7.413793223523735820e-01,-7.577288434591894495e-01
2.754338653541246629e+00,2.870293272021593012e+00,-7.579864183261147970e-01,-7.746274889791093798e-01
2.746758789357985453e+00,2.862546997131802051e+00,-7.745795499547795115e-01,-7.915056803320252854e-01
2.739012993858437550e+00,2.854631940328481665e+00,-7.911587247062760175e-01,-8.083631383144118665e-01
2.731101406611374571e+00,2.846548308945337613e+00,-8.077239780913821887e-01,-8.251995981504286481e-01
2.723024166830460668e+00,2.838296312963833223e+00,-8.242753751352156488e-01,-8.420148100432803817e-01
2.714781413079108585e+00,2.829876164863400323e+00,-8.408130119357302146e-01,-8.588085397444333857e-01
2.706373282959751325e+00,2.821288079465956056e+00,-8.573370173158183505e-01,-8.755805691412692493e-01
2.697799912786593257e+00,2.812532273774543512e+00,-8.738475545761588137e-01,-8.923306968637442216e-01
2.689061437240831687e+00,2.803608966805906100e+00,-8.903448233565646186e-01,-9.090587389105975191e-01
2.680157989007266206e+00,2.794518379416800258e+00,-9.068290616142600236e-01,-9.257645292956223626e-01
2.671089698391123424e+00,2.785260734123844006e+00,-9.233005477282587581e-01,-9.424479207144712545e-01
2.661856692913840750e+00,2.775836254916699275e+00,-9.397596027398302798e-01,-9.591087852324143848e-01
2.652459096886442325e+00,2.766245167064375288e+00,-9.562065927399387988e-01,-9.757470149934029946e-01
2.642897030959042937e+00,2.756487696914441177e+00,-9.726419314155305695e-01,-9.923625229507035961e-01
