3.095143674221201735e+00,3.019684931437234265e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.095143674221201735e+00,3.019684931437234265e+00,-1.772865933540149555e-02,-1.703582452277073445e-02
3.094966387627847926e+00,3.019514573192006779e+00,-3.545731867080299110e-02,-3.407164904554146889e-02
3.094611814441139863e+00,3.019173856701551362e+00,-5.318545562978502922e-02,-5.110690004600224046e-02
3.094079959884842079e+00,3.018662787701091421e+00,-7.091254811445033002e-02,-6.814100416977668384e-02
3.093370834403697422e+00,3.017981377659393782e+00,-8.863807459889465334e-02,-8.517338841881534617e-02
3.092484453657708521e+00,3.017129643775205761e+00,-1.063615144236097487e-01,-1.022034803401448699e-01
3.091420838513472269e+00,3.016107608971804410e+00,-1.240823480912685017e-01,-1.192307082151402714e-01
3.090180015032559790e+00,3.014915301889653065e+00,-1.418000575643466599e-01,-1.362545012494883190e-01
3.088762014456916116e+00,3.013552756877158068e+00,-1.595141265650413809e-01,-1.532742897640108626e-01
3.087166873191265815e+00,3.012020013979518129e+00,-1.772240408779542920e-01,-1.702895053865182418e-01
3.085394632782486379e+00,3.010317118925653013e+00,-1.949292886560156368e-01,-1.872995812448638442e-01
3.083445339895926285e+00,3.008444123113204416e+00,-2.126293607301367183e-01,-2.043039521613732590e-01
3.081319046288625074e+00,3.006401083591590861e+00,-2.303237509230896540e-01,-2.213020548488225658e-01
3.079015808779394181e+00,3.004188063043102819e+00,-2.480119563681276729e-01,-2.382933281081424659e-01
3.076535689215712743e+00,3.001805129762021185e+00,-2.656934778328745583e-01,-2.552772130280275276e-01
3.073878754437383787e+00,2.999252357631740917e+00,-2.833678200490296062e-01,-2.722531531866319576e-01
3.071045076236893490e+00,2.996529826099874505e+00,-3.010344920484530618e-01,-2.892205948555359174e-01
3.068034731316409136e+00,2.993637620151319290e+00,-3.186930075062197054e-01,-3.061789872061695394e-01
3.064847801241346925e+00,2.990575830279257552e+00,-3.363428850912506540e-01,-3.231277825188844099e-01
3.061484372390434583e+00,2.987344552454068491e+00,-3.539836488251599800e-01,-3.400664363948656677e-01
3.057944535902183070e+00,2.983943888090119678e+00,-3.716148284499806165e-01,-3.569944079710813956e-01
3.054228387617683449e+00,2.980373944010408671e+00,-3.892359598054655478e-01,-3.739111601384693673e-01
3.050336028019628998e+00,2.976634832409024156e+00,-4.068465852166929242e-01,-3.908161597635642637e-01
3.046267562167462195e+00,2.972726670811388416e+00,-4.244462538927408213e-01,-4.077088779137736374e-01
3.042023099628534677e+00,2.968649582032250489e+00,-4.420345223372371679e-01,-4.245887900865130682e-01
